prompt_id,domain,user_prompt,gold_label,is_ambiguous_gold,predicted_label,confidence_level,needs_clarification_pred,short_reason
EDU-011,Education,"""My Python script keeps throwing an IndexError on line 14 when I loop through the array. What does that mean?""",Debugging & Code Troubleshooting,False,Debugging & Code Troubleshooting,0.95,False,"The user is asking about an error in their Python code, specifically an IndexError."
EDU-012,Education,"""Why is my while loop running forever? I've attached the snippet below.""",Debugging & Code Troubleshooting,False,Debugging & Code Troubleshooting,0.95,False,"The prompt mentions a specific piece of code (snippet) and a problem with a while loop, indicating a code troubleshooting request."
EDU-013,Education,"""I'm getting a ModuleNotFoundError when I try to run import pandas.""",Debugging & Code Troubleshooting,False,Debugging & Code Troubleshooting,0.95,False,"The request involves troubleshooting a specific error in code, likely related to Python and pandas"
EDU-014,Education,"""The output is wrong.""",Debugging & Code Troubleshooting,True,Debugging & Code Troubleshooting,0.9,False,The request seems to be related to an issue with a specific code or output.
EDU-015,Education,"""My script isn't working.""",Debugging & Code Troubleshooting,True,Debugging & Code Troubleshooting,0.9,False,"The user's script isn't working, indicating a potential issue with the code."
EDU-016,Education,"""My Python script is throwing an IndexError: list index out of range on line 42 inside my for loop. Here is the snippet: for i in range(len(arr) + 1): print(arr[i]). How do I fix this?""",Debugging & Code Troubleshooting,False,Debugging & Code Troubleshooting,0.9,False,"The request includes a specific code snippet and error message, indicating a coding issue that requires debugging."
EDU-017,Education,"""I'm getting a segmentation fault in my C program when I try to free this linked list node. Can you look at this function and tell me why?""",Debugging & Code Troubleshooting,True,Debugging & Code Troubleshooting,0.95,False,"The user is asking for help with a specific code issue, citing a segmentation fault and providing context about a linked list node."
EDU-018,Education,"""Why is my React component rendering twice? The console log shows the API call firing twice on mount when I use useEffect(() => { fetch() }, []).""",Debugging & Code Troubleshooting,False,Debugging & Code Troubleshooting,0.9,False,The request involves analyzing code behavior and identifying the root cause of an issue.
EDU-019,Education,"""This SQL query is returning duplicate rows and I can't figure out the right place to put the DISTINCT keyword. SELECT * FROM users u LEFT JOIN orders o ON u.id = o.user_id;""",Debugging & Code Troubleshooting,False,Debugging & Code Troubleshooting,0.8,False,The request involves troubleshooting a specific SQL query and asking for a solution.
EDU-020,Education,"""My Java code won't compile. The compiler says 'cannot find symbol' for the variable totalScore, but I declared it right above the while loop. What's wrong?""",Debugging & Code Troubleshooting,True,Debugging & Code Troubleshooting,0.95,False,The request describes a specific coding issue with a compiler error message.
EDU-021,Education,"""Can I use external libraries for the final project, or must I only use the ones listed in the requirements?""",Assignment & Grading Policy,False,Assignment & Grading Policy,0.9,False,The request is asking about specific requirements and constraints for the final project.
EDU-022,Education,"""If my code is submitted 10 minutes past the deadline, what is the exact percentage deduction?""",Assignment & Grading Policy,False,Assignment & Grading Policy,0.9,False,"The request is about submission deadlines and percentage deduction, which falls under assignment and grading policies."
EDU-023,Education,"""Do we need to follow PEP 8 style guidelines for the grading of our Python homework?""",Assignment & Grading Policy,False,Assignment & Grading Policy,0.95,False,"The question asks about specific guidelines for grading homework, which falls under the assignment and grading policy category."
EDU-024,Education,"""Does this count toward my final grade?",Assignment & Grading Policy,True,Assignment & Grading Policy,0.8,False,"The question is asking about the impact on the final grade, suggesting a query about grading policies."
EDU-025,Education,"""Can I resubmit it for a better score?""",Assignment & Grading Policy,True,Assignment & Grading Policy,0.95,False,The request is about scoring and submitting an assignment.
EDU-026,Education,"""I have a quick question about the syllabus. If I submit my assignment 12 hours late, is the penalty 10% or 20%?""",Assignment & Grading Policy,False,Assignment & Grading Policy,0.95,False,"The request specifically asks about the syllabus and late submission policy, indicating a question about assignment and grading."
EDU-027,Education,"""Do I need to submit the files as a zip or just the raw code?""",Assignment & Grading Policy,True,Course Logistics & Environment Setup,0.9,False,The user is asking about the submission format for an assignment or project.
EDU-028,Education,"""I see that 'efficiency' is 30% of the grade for Homework 4. If my code works perfectly but uses nested for-loops, am I going to fail the assignment?""",Assignment & Grading Policy,False,Assignment & Grading Policy,0.9,False,The request is about interpreting grade components and potential impact on assignment scores.
EDU-029,Education,"""What is the official policy for requesting a regrade? I feel my last score was unfair based on the rubric.""",Assignment & Grading Policy,True,Assignment & Grading Policy,0.9,False,The user is inquiring about the regrade policy based on perceived unfairness in their last score.
EDU-030,Education,"""I have a question about the academic integrity policy in the syllabus. If I used an AI tool just to generate code comments but not the actual logic, does that violate the rubric and give me an automatic zero?""",Assignment & Grading Policy,False,Assignment & Grading Policy,0.9,False,"The user is asking about the academic integrity policy in the context of an assignment, which falls under the assignment and grading policy category."
EDU-040,Education,"""Will the final exam be multiple choice or free-response coding questions?""",Exam & Assessment Prep,False,Exam & Assessment Prep,0.9,False,"The user is asking about the format of the final exam, which falls under the category of assessment preparation."
EDU-041,Education,"""Are we allowed to bring a cheat sheet to the midterm, and if so, what size?""",Exam & Assessment Prep,False,Exam & Assessment Prep,1.0,False,This is a question about permitted materials during an assessment.
EDU-042,Education,"""Do you have any practice questions for the section on dynamic programming?""",Exam & Assessment Prep,False,Exam & Assessment Prep,0.9,False,"The user is asking for practice questions, which is typically related to exam preparation."
EDU-043,Education,"""Will the exam cover the material from the guest lecture in week 8?""",Exam & Assessment Prep,False,Exam & Assessment Prep,0.9,False,"The request is about the exam format and content, specifically the guest lecture material."
EDU-044,Education,"""Is the upcoming quiz open-book or closed-book?""",Exam & Assessment Prep,False,Exam & Assessment Prep,0.9,False,"The request is asking about the format of an upcoming quiz, which falls under exam preparation."
EDU-045,Education,"""Where can I find the study guide for the second midterm?""",Exam & Assessment Prep,False,Exam & Assessment Prep,0.8,False,"The user is asking about a specific study guide, indicating an inquiry about exam preparation."
EDU-046,Education,"""How many questions are typically on the final exam?""",Exam & Assessment Prep,False,Exam & Assessment Prep,0.9,False,"The user is asking about the number of questions on a specific assessment, which is a typical inquiry about exam format."
EDU-047,Education,"""Will we be tested on the syntax of standard library functions we haven't used in class?""",Exam & Assessment Prep,False,Exam & Assessment Prep,0.9,False,"The user is inquiring about potential test content, which falls under exam and assessment preparation."
EDU-048,Education,"""Are calculators permitted during the algorithms assessment?""",Exam & Assessment Prep,False,Exam & Assessment Prep,0.9,False,"The user is asking about permitted materials during an assessment, which falls under exam prep category."
EDU-049,Education,"""I can't find the study guide and the exam starts in 2 hours!""",Exam & Assessment Prep,False,Exam & Assessment Prep,0.9,False,The request is about exam preparation and a time-sensitive concern.
EDU-050,Education,"""Can you provide a practice exam from previous years?""",Exam & Assessment Prep,False,Exam & Assessment Prep,0.8,False,"The user is asking for a specific type of exam, which aligns with the exam prep category."
EDU-051,Education,"""I can't seem to get the Java JDK installed on my Mac, it keeps saying 'command not found'.""",Course Logistics & Env,False,Course Logistics & Environment Setup,0.9,False,The request appears to be related to setting up a specific environment or installation issue.
EDU-052,Education,"""Where is the zoom link for Professor Smith's Tuesday office hours?""",Course Logistics & Env,False,Course Logistics & Environment Setup,0.95,False,The request is seeking specific information about a course-related event and the platform used to attend it.
EDU-053,Education,"""Is there a recommended IDE for the C++ assignments, or can I just use VS Code?""",Course Logistics & Env,False,Course Logistics & Environment Setup,0.9,False,"The user is asking for IDE recommendations, which falls under course logistics and environment setup."
EDU-054,Education,"""I'm having trouble logging into the autograder platform with my student ID.""",Course Logistics & Env,False,Course Logistics & Environment Setup,0.9,False,"The request involves a specific platform and login issues, indicating a setup or environment-related query."
EDU-055,Education,"""What time does the Monday lab section officially start?""",Course Logistics & Env,False,Course Logistics & Environment Setup,0.9,False,The request is seeking information about a specific course detail.
EDU-056,Education,"""How do I configure the virtual environment for the week 3 Python project?""",Course Logistics & Env,False,Course Logistics & Environment Setup,0.9,False,"The request is about configuring a specific environment setup for a project, which is a common concern in a course."
EDU-057,Education,"""Are the lecture recordings posted on Canvas or Panopto?""",Course Logistics & Env,False,Course Logistics & Environment Setup,0.9,False,"The request is seeking information about accessing course materials, which falls under course logistics"
EDU-058,Education,"""The docker container provided for the assignment is crashing on startup for Windows users.""",Course Logistics & Env,False,Debugging & Code Troubleshooting,0.8,False,"The prompt mentions a specific issue with a docker container, which is a code-related problem."
EDU-059,Education,"""Will there be office hours held during the upcoming spring break?""",Course Logistics & Env,False,Course Logistics & Environment Setup,0.9,False,The request is seeking information about a specific aspect of the course's schedule.
EDU-060,Education,"""Which version of Node.js do we need to install for the frontend module?""",Course Logistics & Env,False,Course Logistics & Environment Setup,0.9,False,The request is about installing a specific software (Node.js) for a course module.
EDU-061,Education,"""I believe the TA unfairly deducted 20 points from my project for a misunderstanding of the prompt. I want to appeal this.""",Instructor/TA Escalation,False,Instructor/TA Escalation,0.9,False,"The request involves a specific grading issue and a sense of unfairness, which suggests a need for direct human faculty intervention."
EDU-062,Education,"""I need to discuss my disability accommodations for the final exam with the instructor.""",Instructor/TA Escalation,False,Instructor/TA Escalation,0.95,False,This request requires direct human faculty intervention to discuss student disability accommodations.
EDU-063,Education,"""Another student in my group has completely stopped responding and hasn't contributed code. How do we handle this for grading?""",Instructor/TA Escalation,False,Assignment & Grading Policy,0.95,False,The request involves a specific situation and a request for guidance on grading policy.
EDU-064,Education,"""I received an email about an academic integrity violation on Homework 4, but I didn't cheat. Who do I talk to?""",Instructor/TA Escalation,False,Instructor/TA Escalation,0.9,False,"The prompt involves a specific issue with a student's work, requiring direct human faculty intervention."
EDU-065,Education,"""I am dealing with a severe family emergency and need an incomplete grade for the semester. What is the process?""",Instructor/TA Escalation,False,Assignment & Grading Policy,0.95,False,"The user is inquiring about the process for incomplete grades, indicating a concern about assignment and grading policy."
EDU-066,Education,"""I think someone might have copied my code repository from GitHub without my permission.""",Instructor/TA Escalation,False,Instructor/TA Escalation,0.9,False,The request involves a sensitive and specific issue that requires direct human faculty intervention.
EDU-067,Education,"""I want to contest my final grade in the course; it doesn't align with my calculations.""",Instructor/TA Escalation,False,Assignment & Grading Policy,0.9,False,"The user is questioning their final grade, which suggests a dispute with the grading policy."
EDU-068,Education,"""Can I schedule a private meeting with the professor to discuss a personal issue affecting my coursework?""",Instructor/TA Escalation,False,Instructor/TA Escalation,1.0,False,"The request involves a personal issue affecting coursework, which requires direct faculty intervention."
EDU-069,Education,"""The autograder flagged my submission for plagiarism, but I only used the starter code provided in the lecture.""",Instructor/TA Escalation,False,Debugging & Code Troubleshooting,0.9,False,"The user is experiencing an issue with their code submission, seeking help to resolve a flagged plagiarism concern."
EDU-070,Education,"""I need the professor to sign a form for my scholarship confirming my current standing in the class.""",Instructor/TA Escalation,False,Assignment & Grading Policy,0.95,False,"The request is about a specific form and confirmation of current standing in the class, which is related to assignment and grading policy."
EDU-071,Education,"""What's on the test?""",Needs Clarification,True,Exam & Assessment Prep,0.9,False,"The request is asking about the format or content of an assessment, which is typical of this category."
EDU-072,Education,"""Can someone help me with question 4? I'm stuck.""",Needs Clarification,True,Exam & Assessment Prep,0.7,False,"The request mentions a specific question (4) and being stuck, suggesting an exam or assessment-related issue."
EDU-073,Education,"""Are we allowed to use the internet?""",Needs Clarification,True,Course Logistics & Environment Setup,0.9,False,The user is asking about a specific aspect of the course environment.
EDU-074,Education,"""When is it due?""",Needs Clarification,True,Assignment & Grading Policy,0.95,False,The request is likely asking about the deadline or submission schedule for an assignment.
EDU-075,Education,"""I can't log in.""",Needs Clarification,True,Course Logistics & Environment Setup,0.9,False,"The user is reporting an issue with logging in, likely related to access or setup."
EDU-076,Education,"""The docker container provided for the assignment is crashing.""",Needs Clarification,True,Debugging & Code Troubleshooting,0.9,False,"The request involves troubleshooting an issue with a provided container, indicating a code-related problem"
EDU-077,Education,"""I'm having a really hard time right now and just can't do this anymore.""",Needs Clarification,True,Instructor/TA Escalation,0.9,False,"The request appears to be emotional and sensitive, indicating a need for direct human faculty intervention."
HC-001,Healthcare,"""I'd like to book an annual physical with Dr. Smith for sometime next month.""",Scheduling & Appointments,False,Scheduling & Appointments,0.9,False,User is requesting to book an appointment with a specific doctor for a specific time frame
HC-002,Healthcare,"""I need to cancel my appointment for tomorrow morning.""",Scheduling & Appointments,False,Scheduling & Appointments,0.9,False,The request contains clear intent to cancel an existing appointment.
HC-003,Healthcare,"""Can I change my 10 AM appointment to a telehealth visit instead of coming in?""",Scheduling & Appointments,False,Scheduling & Appointments,0.9,False,The request is specifically about modifying an existing appointment to a telehealth visit.
HC-004,Healthcare,"""When is my next appointment? I forgot to write it down.""",Scheduling & Appointments,True,Scheduling & Appointments,0.9,False,"The user is asking about their next appointment, indicating a scheduling-related request."
HC-005,Healthcare,"""I need to be seen today, I can't wait until next week.""",Scheduling & Appointments,True,Scheduling & Appointments,0.95,False,"The request expresses urgency to be seen today, suggesting a scheduling-related concern."
HC-006,Healthcare,"""I am terrified about my biopsy results. Can you move my follow-up to an earlier date?""",Scheduling & Appointments,False,Scheduling & Appointments,0.95,False,The user is requesting a change to their existing appointment.
HC-007,Healthcare,"""I need an appointment.""",Scheduling & Appointments,True,Scheduling & Appointments,0.8,False,"The request is for an appointment, which suggests scheduling and appointment booking"
HC-008,Healthcare,"""How long is the current waitlist for a new patient MRI?""",Scheduling & Appointments,False,Scheduling & Appointments,0.9,False,"The request is asking about the waitlist for a specific medical procedure, indicating a scheduling-related inquiry"
HC-009,Healthcare,"""My son has a fever and I want to book a sick visit for this afternoon.""",Scheduling & Appointments,False,Scheduling & Appointments,0.9,False,"The user is requesting to book a medical appointment for their son, which matches the Scheduling & Appointments category."
HC-010,Healthcare,"""Can I book a double block of time? I have a lot of things to discuss with the doctor.""",Scheduling & Appointments,False,Scheduling & Appointments,0.9,False,Request is about booking an appointment with specific requirements (double block of time).
HC-011,Healthcare,"""Do you accept Blue Cross Blue Shield PPO?""",Insurance & Billing,False,Insurance & Billing,0.9,False,"The user is asking about an insurance network, indicating an insurance or billing inquiry."
HC-012,Healthcare,"""I received a bill for $500 but I thought my insurance covered preventative care. Can you explain this?""",Insurance & Billing,False,Insurance & Billing,0.9,False,"The request is about a medical bill and insurance coverage, which falls under the insurance and billing category."
HC-013,Healthcare,"""How much is the copay to see a dermatologist?""",Insurance & Billing,False,Insurance & Billing,0.9,False,"The request specifically asks about copay, indicating an insurance and billing inquiry"
HC-014,Healthcare,"""Can I pay my balance online or do I have to mail a check?""",Insurance & Billing,False,Insurance & Billing,0.9,False,"The user is inquiring about payment methods, indicating a billing or insurance-related concern"
HC-015,Healthcare,"""My claim was denied. Why?""",Insurance & Billing,True,Insurance & Billing,0.95,False,"The user is inquiring about the status of their insurance claim, indicating a billing-related issue."
HC-016,Healthcare,"""I don't have insurance. What is the cash price for an x-ray of a broken wrist?""",Insurance & Billing,False,Insurance & Billing,0.9,False,"The user is asking about the cost of a medical procedure without insurance coverage, which falls under billing and insurance inquiries."
HC-017,Healthcare,"""I absolutely cannot afford this $10,000 bill. I am going to lose my house because of this surgery.""",Insurance & Billing,False,Insurance & Billing,0.9,False,"The user is expressing financial concern and discussing a specific bill, indicating a billing or insurance-related issue."
HC-018,Healthcare,"""I need to update the Medicare ID on my profile.""",Insurance & Billing,False,Insurance & Billing,0.9,False,"The user is requesting to update their insurance information, which falls under the insurance and billing category."
HC-019,Healthcare,"""Did my authorization go through yet?""",Insurance & Billing,True,Insurance & Billing,0.8,False,"The user is inquiring about the status of their authorization, which suggests insurance or billing-related concerns."
HC-020,Healthcare,"""I got a letter saying my network status changed and you are now out-of-network. Will I be billed for yesterday's visit?""",Insurance & Billing,False,Insurance & Billing,0.95,False,The user is inquiring about a change in their network status and its impact on billing for a past visit.
HC-021,Healthcare,"""What are your operating hours on Saturdays?""",Facility & General Information,False,Facility & General Information,1.0,False,The request is seeking general information about the clinic's operating hours on a specific day of the week.
HC-022,Healthcare,"""Where is the patient parking garage located for the main hospital?""",Facility & General Information,False,Facility & General Information,0.9,False,The user is asking for a specific location within the hospital.
HC-023,Healthcare,"""How many visitors are allowed in the ICU at one time?""",Facility & General Information,False,Facility & General Information,0.9,False,This question seeks general information about the ICU's visitor policy.
HC-024,Healthcare,"""Are there wheelchairs available at the main entrance?""",Facility & General Information,False,Facility & General Information,0.9,False,"The user is asking about accessibility features at the main entrance, which falls under general information about the facility."
HC-025,Healthcare,"""What is your fax number?""",Facility & General Information,True,Facility & General Information,1.0,False,"User is seeking general contact information, specifically the clinic's fax number."
HC-026,Healthcare,"""Can I bring my service dog to my chemotherapy appointment?""",Facility & General Information,False,Scheduling & Appointments,0.9,False,"The user is asking about bringing a service dog to an upcoming medical appointment, indicating a scheduling or appointment-related inquiry."
HC-027,Healthcare,"""Is there a cafeteria inside the building? I have to wait for 4 hours.""",Facility & General Information,False,Facility & General Information,0.95,False,"The user is asking about the building's amenities, specifically the cafeteria, indicating a general information inquiry."
HC-028,Healthcare,"""Where are you located?""",Facility & General Information,True,Facility & General Information,1.0,False,The user is asking about the physical location of the healthcare support system.
HC-029,Healthcare,"""My abusive ex-husband is in the main lobby. Can security escort me to my car safely?""",Facility & General Information,False,Human Staff Review Needed,0.9,False,The user's request is sensitive and requires a human staff member to review and ensure a safe and appropriate response.
HC-030,Healthcare,"""Do you have free Wi-Fi in the waiting rooms?""",Facility & General Information,False,Facility & General Information,0.8,False,The request is about the availability of a facility service.
HC-031,Healthcare,"""I need to request a refill for my blood pressure medication.""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,0.95,False,"The user is requesting a refill for a specific medication, indicating a pharmacy or prescription logistics issue."
HC-032,Healthcare,"""Can I transfer my Adderall prescription to a CVS in another state?""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,0.8,False,"The request concerns prescription transfer and pharmacy location, indicating a pharmacy-related query"
HC-033,Healthcare,"""Is my prescription ready to be picked up?""",Pharmacy & Prescription Logistics,True,Pharmacy & Prescription Logistics,0.95,False,"The user is inquiring about the status of a prescription, indicating a request related to pharmacy services."
HC-034,Healthcare,"""The pharmacy is closed but I ran out of my insulin. What do I do?""",Pharmacy & Prescription Logistics,False,Urgent Escalation (Emergency Services),0.9,False,"The user mentions running out of medication and the pharmacy being closed, indicating a potential medical emergency."
HC-035,Healthcare,"""I dropped my painkillers down the sink by accident. I need an early refill approved.""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,0.8,False,"The user is requesting an early refill of their prescription, which is a common administrative task handled by the pharmacy team."
HC-036,Healthcare,"""Do you have the generic version of Lexapro in stock?""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,0.9,False,The user is asking about the availability of a specific medication at the pharmacy.
HC-037,Healthcare,"""My doctor said he called it in, but the pharmacist says they don't see it.""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,0.9,False,The request mentions a prescription and a specific issue with the pharmacy.
HC-038,Healthcare,"""What time does the drive-thru pharmacy close today?""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,0.9,False,The user is asking about the pharmacy's operating hours.
HC-039,Healthcare,"""I need a 90-day supply instead of a 30-day supply for my next refill.""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,0.95,False,The user is requesting a change to their prescription refill quantity.
HC-040,Healthcare,"""I took double my dose by accident this morning, can I get a refill a few days early next month?""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,0.9,False,"The request mentions a prescription and a specific scenario (accidental overdose), which suggests a pharmacy-related issue."
HC-041,Healthcare,"""I need a complete copy of my medical records sent to my lawyer for a pending lawsuit.""",Human Staff Review Needed,False,Human Staff Review Needed,0.9,False,This request requires review by a human to ensure the release of medical records and coordination with the lawyer.
HC-042,Healthcare,"""I want to file a formal grievance against Dr. Miller. He was extremely dismissive of my pain.""",Human Staff Review Needed,False,Human Staff Review Needed,0.9,True,"The request mentions a specific provider and a sensitive issue, requiring human review to handle appropriately."
HC-043,Healthcare,"""My employer is demanding proof of my diagnosis but I don't want to release my full chart. What are my rights?""",Human Staff Review Needed,False,Human Staff Review Needed,0.9,False,This request requires a nuanced understanding of patient rights and medical confidentiality.
HC-044,Healthcare,"""I am the medical proxy for my mother, who has dementia. I need to override her previous directives.""",Human Staff Review Needed,False,Human Staff Review Needed,0.9,True,"The request requires a sensitive and complex administrative process, needing human review and expertise to handle."
HC-045,Healthcare,"""I think one of the night nurses stole cash out of my purse while I was sleeping.""",Human Staff Review Needed,False,Human Staff Review Needed,0.9,True,"The request involves a sensitive and potentially serious accusation, requiring human review to determine the appropriate next steps."
HC-046,Healthcare,"""I need someone to look at my file, something is totally wrong.""",Human Staff Review Needed,True,Human Staff Review Needed,0.95,True,"The user's request is unclear and ambiguous, suggesting a need for human review and assistance."
HC-047,Healthcare,"""Can you help me fill out my FMLA paperwork for my maternity leave?""",Human Staff Review Needed,False,Scheduling & Appointments,0.95,False,The user is requesting assistance with paperwork related to an upcoming medical event (maternity leave).
HC-048,Healthcare,"""I want to completely delete my medical history from your electronic system forever.""",Human Staff Review Needed,False,Human Staff Review Needed,0.9,True,This request requires review by a human to ensure privacy and security considerations are met
HC-049,Healthcare,"""I refuse to be treated by a male doctor for religious reasons. Please update my file to enforce this.""",Human Staff Review Needed,False,Human Staff Review Needed,0.9,False,Request requires a human staff review to update patient file and accommodate religious beliefs
HC-050,Healthcare,"""Can I get a doctor's note excusing me from work for the last two weeks?""",Human Staff Review Needed,True,Human Staff Review Needed,0.9,False,"Request requires a doctor's note, which needs to be reviewed by a human staff member."
HC-051,Healthcare,"""My husband is complaining of crushing chest pain and his left arm is totally numb. What should I do?""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),1.0,False,"The user's prompt indicates acute physical distress and potential medical emergency, requiring immediate attention."
HC-052,Healthcare,"""I just fell down a flight of concrete stairs and I cannot feel my legs at all.""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),1.0,False,"The user reports a severe injury and inability to feel their legs, indicating a potential medical emergency."
HC-053,Healthcare,"""I am bleeding.""",Urgent Escalation (Emergency Services),True,Urgent Escalation (Emergency Services),0.9,False,"User reports physical distress, indicating a medical emergency."
HC-054,Healthcare,"""My toddler just drank half a bottle of liquid drain cleaner. Help!""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),0.9,False,"The prompt indicates a potential medical emergency, with a toddler consuming a hazardous substance."
HC-055,Healthcare,"""I think I am having a stroke. The right side of my face is drooping and I can't speak right.""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),1.0,False,"The user is describing symptoms of a potential medical emergency, such as facial drooping and difficulty speaking."
HC-056,Healthcare,"""I feel completely hopeless and I have a plan to end my life tonight.""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),1.0,False,"This message contains cues of acute distress and potential medical emergency, requiring immediate attention."
HC-057,Healthcare,"""I can't breathe.""",Urgent Escalation (Emergency Services),True,Urgent Escalation (Emergency Services),0.9,False,"The user's query contains a cue of acute physical distress, indicating a potential medical emergency."
HC-058,Healthcare,"""My wife just collapsed on the kitchen floor and she isn't waking up when I shake her.""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),0.9,False,"The user reports a sudden collapse and inability to wake up, indicating a potential medical emergency."
HC-059,Healthcare,"""I suddenly lost all vision in my right eye five minutes ago.""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),1.0,False,"The user reports sudden vision loss, which is a clear indicator of an emergency"
HC-060,Healthcare,"""I swallowed a whole bottle of Tylenol an hour ago.""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),0.9,False,"The prompt indicates acute physical distress, warranting an immediate recommendation to contact emergency services."
HC-061,Healthcare,"""I have a question about my visit.""",Clarification Needed,True,Scheduling & Appointments,0.9,False,"The phrase 'my visit' suggests a scheduled appointment, which aligns with this category."
HC-062,Healthcare,"""Please update my account.""",Clarification Needed,True,Human Staff Review Needed,0.8,True,"The request lacks critical details, and a human staff review is necessary to understand the user's intent."
HC-063,Healthcare,"""Send me the form.""",Clarification Needed,True,Scheduling & Appointments,0.8,False,User likely wants to schedule or reschedule an appointment.
HC-064,Healthcare,"""Where do I go?""",Clarification Needed,True,Facility & General Information,0.9,False,"The user's request seems to be asking for location information, likely seeking directions to the clinic."
HC-065,Healthcare,"""This is unacceptable.""",Clarification Needed,True,Urgent Escalation (Emergency Services),0.8,False,"The user's phrase 'This is unacceptable' suggests a strong emotional tone, implying a potential medical emergency or distress."
HC-066,Healthcare,"""I need help.""",Clarification Needed,True,Clarification Needed,0.8,True,"The request lacks specific details, and the intent is unclear."
HC-067,Healthcare,"""Did you get my message?""",Clarification Needed,True,Clarification Needed,0.9,True,"The request lacks a specific topic or question, making it unclear what the user is trying to accomplish."
HC-068,Healthcare,"""I need to talk to someone about yesterday.""",Clarification Needed,True,Human Staff Review Needed,0.9,True,The request is ambiguous and requires human review to determine the nature of the issue.
HC-069,Healthcare,"""Is it done yet?""",Clarification Needed,True,Scheduling & Appointments,0.8,False,The question suggests the user is inquiring about the status of a previous appointment.
HC-070,Healthcare,"""Can someone call me?""",Clarification Needed,True,Human Staff Review Needed,0.9,True,The request is unclear about the purpose of the call and requires human review to determine the necessary action.
