prompt_id,domain,user_prompt,gold_label,is_ambiguous_gold,initial_predicted_label,final_predicted_label,confidence_level,needs_clarification_pred,short_reason,was_corrected_by_qa,qa_reason
EDU-049,Education,"""I can't find the study guide and the exam starts in 2 hours!""",Exam & Assessment Prep,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f75f10>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-050,Education,"""Can you provide a practice exam from previous years?""",Exam & Assessment Prep,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f2a1fcb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-051,Education,"""I can't seem to get the Java JDK installed on my Mac, it keeps saying 'command not found'.""",Course Logistics & Environment Setup,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4290>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-052,Education,"""Where is the zoom link for Professor Smith's Tuesday office hours?""",Course Logistics & Environment Setup,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f27744a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-053,Education,"""Is there a recommended IDE for the C++ assignments, or can I just use VS Code?""",Course Logistics & Environment Setup,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f759a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-054,Education,"""I'm having trouble logging into the autograder platform with my student ID.""",Course Logistics & Environment Setup,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f771d0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-055,Education,"""What time does the Monday lab section officially start?""",Course Logistics & Environment Setup,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f773b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-056,Education,"""How do I configure the virtual environment for the week 3 Python project?""",Course Logistics & Environment Setup,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77830>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-057,Education,"""Are the lecture recordings posted on Canvas or Panopto?""",Course Logistics & Environment Setup,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4320>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-058,Education,"""The docker container provided for the assignment is crashing on startup for Windows users.""",Course Logistics & Environment Setup,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76720>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-059,Education,"""Will there be office hours held during the upcoming spring break?""",Course Logistics & Environment Setup,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76f90>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-060,Education,"""Which version of Node.js do we need to install for the frontend module?""",Course Logistics & Environment Setup,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f75b80>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-061,Education,"""I believe the TA unfairly deducted 20 points from my project for a misunderstanding of the prompt. I want to appeal this.""",Instructor/TA Escalation,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f766f0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-062,Education,"""I need to discuss my disability accommodations for the final exam with the instructor.""",Instructor/TA Escalation,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f4f8c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-063,Education,"""Another student in my group has completely stopped responding and hasn't contributed code. How do we handle this for grading?""",Instructor/TA Escalation,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4680>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-064,Education,"""I received an email about an academic integrity violation on Homework 4, but I didn't cheat. Who do I talk to?""",Instructor/TA Escalation,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f2a1fcb0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-065,Education,"""I am dealing with a severe family emergency and need an incomplete grade for the semester. What is the process?""",Instructor/TA Escalation,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76ba0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-066,Education,"""I think someone might have copied my code repository from GitHub without my permission.""",Instructor/TA Escalation,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f754c0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-067,Education,"""I want to contest my final grade in the course; it doesn't align with my calculations.""",Instructor/TA Escalation,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f75ee0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-068,Education,"""Can I schedule a private meeting with the professor to discuss a personal issue affecting my coursework?""",Instructor/TA Escalation,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77e60>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-069,Education,"""The autograder flagged my submission for plagiarism, but I only used the starter code provided in the lecture.""",Instructor/TA Escalation,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa41a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-070,Education,"""I need the professor to sign a form for my scholarship confirming my current standing in the class.""",Instructor/TA Escalation,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76e10>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-071,Education,"""What's on the test?""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77c80>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-072,Education,"""Can someone help me with question 4? I'm stuck.""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76d50>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-073,Education,"""Are we allowed to use the internet?""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76a80>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-074,Education,"""When is it due?""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f74ce0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-075,Education,"""I can't log in.""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa4ef0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-076,Education,"""The docker container provided for the assignment is crashing.""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f2400440>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
EDU-077,Education,"""I'm having a really hard time right now and just can't do this anymore.""",Clarification Needed,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f767b0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-001,Healthcare,"""I'd like to book an annual physical with Dr. Smith for sometime next month.""",Scheduling & Appointments,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f75970>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-002,Healthcare,"""I need to cancel my appointment for tomorrow morning.""",Scheduling & Appointments,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77440>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-003,Healthcare,"""Can I change my 10 AM appointment to a telehealth visit instead of coming in?""",Scheduling & Appointments,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76900>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-004,Healthcare,"""When is my next appointment? I forgot to write it down.""",Scheduling & Appointments,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1fa5400>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-005,Healthcare,"""I need to be seen today, I can't wait until next week.""",Scheduling & Appointments,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f77fe0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-006,Healthcare,"""I am terrified about my biopsy results. Can you move my follow-up to an earlier date?""",Scheduling & Appointments,False,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f744a0>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
HC-007,Healthcare,"""I need an appointment.""",Scheduling & Appointments,True,Error,Error,Low,True,"API Error: HTTPConnectionPool(host='localhost', port=11434): Max retries exceeded with url: /api/generate (Caused by NewConnectionError('<urllib3.connection.HTTPConnection object at 0xdb5f1f76480>: Failed to establish a new connection: [Errno 111] Connection refused'))",False,N/A
