prompt_id,domain,user_prompt,gold_label,is_ambiguous_gold,predicted_label,confidence_level,needs_clarification_pred,short_reason
EDU-022,Education,"""If my code is submitted 10 minutes past the deadline, what is the exact percentage deduction?""",Assignment & Grading Policy,False,Assignment & Grading Policy,High,False,The request involves a specific policy regarding late submissions and percentage deductions.
EDU-023,Education,"""Do we need to follow PEP 8 style guidelines for the grading of our Python homework?""",Assignment & Grading Policy,False,Assignment & Grading Policy,High,False,"The request is about following specific guidelines for a homework assignment, which falls under the category of Assignment & Grading Policy."
EDU-024,Education,"""Does this count toward my final grade?",Assignment & Grading Policy,True,Assignment & Grading Policy,High,False,"The request is about grading and policy, indicating a concern about assignment impact on final grade."
EDU-025,Education,"""Can I resubmit it for a better score?""",Assignment & Grading Policy,True,Assignment & Grading Policy,High,False,"The request is about re-submitting an assignment and potentially improving a score, which falls under the grading policy category."
EDU-026,Education,"""I have a quick question about the syllabus. If I submit my assignment 12 hours late, is the penalty 10% or 20%?""",Assignment & Grading Policy,False,Assignment & Grading Policy,High,False,The request specifically asks about a policy regarding late submission and penalties.
EDU-027,Education,"""Do I need to submit the files as a zip or just the raw code?""",Assignment & Grading Policy,True,Debugging & Code Troubleshooting,High,False,"The request is about submitting code, which suggests troubleshooting or debugging."
EDU-028,Education,"""I see that 'efficiency' is 30% of the grade for Homework 4. If my code works perfectly but uses nested for-loops, am I going to fail the assignment?""",Assignment & Grading Policy,False,Debugging & Code Troubleshooting,High,False,The request is about evaluating the impact of a specific coding choice on the grade.
EDU-029,Education,"""What is the official policy for requesting a regrade? I feel my last score was unfair based on the rubric.""",Assignment & Grading Policy,True,Assignment & Grading Policy,High,False,"The request involves a specific grading policy and a perceived unfairness, indicating an inquiry about assignment requirements."
EDU-030,Education,"""I have a question about the academic integrity policy in the syllabus. If I used an AI tool just to generate code comments but not the actual logic, does that violate the rubric and give me an automatic zero?""",Assignment & Grading Policy,False,Assignment & Grading Policy,High,False,The user is asking about a specific policy in the syllabus.
EDU-040,Education,"""Will the final exam be multiple choice or free-response coding questions?""",Exam & Assessment Prep,False,Exam & Assessment Prep,High,False,"The user is asking about the format of a specific assessment, which falls under Exam & Assessment Prep."
EDU-041,Education,"""Are we allowed to bring a cheat sheet to the midterm, and if so, what size?""",Exam & Assessment Prep,False,Exam & Assessment Prep,High,False,The request is about permitted materials for an exam.
EDU-042,Education,"""Do you have any practice questions for the section on dynamic programming?""",Exam & Assessment Prep,False,Exam & Assessment Prep,High,False,"The user is asking for practice questions, which is a common request for exam preparation."
EDU-043,Education,"""Will the exam cover the material from the guest lecture in week 8?""",Exam & Assessment Prep,False,Exam & Assessment Prep,High,False,"The user is asking about the scope of an upcoming exam, which falls under exam preparation and assessment guidelines."
EDU-044,Education,"""Is the upcoming quiz open-book or closed-book?""",Exam & Assessment Prep,False,Exam & Assessment Prep,High,False,The request is about a specific assessment format.
EDU-045,Education,"""Where can I find the study guide for the second midterm?""",Exam & Assessment Prep,False,Exam & Assessment Prep,High,False,The user is asking about a specific exam-related resource.
EDU-046,Education,"""How many questions are typically on the final exam?""",Exam & Assessment Prep,False,Exam & Assessment Prep,High,False,"The request is about the format and structure of an assessment, which falls under Exam & Assessment Prep."
EDU-047,Education,"""Will we be tested on the syntax of standard library functions we haven't used in class?""",Exam & Assessment Prep,False,Exam & Assessment Prep,High,False,"The user is asking about potential exam content, specifically syntax of standard library functions."
EDU-048,Education,"""Are calculators permitted during the algorithms assessment?""",Exam & Assessment Prep,False,Exam & Assessment Prep,High,False,The request is about a specific exam format and allowed materials.
EDU-049,Education,"""I can't find the study guide and the exam starts in 2 hours!""",Exam & Assessment Prep,False,Exam & Assessment Prep,High,False,"The user is seeking help with an upcoming exam, specifically mentioning a missing study guide."
EDU-050,Education,"""Can you provide a practice exam from previous years?""",Exam & Assessment Prep,False,Exam & Assessment Prep,High,False,The request is seeking study materials and assessment preparation.
EDU-051,Education,"""I can't seem to get the Java JDK installed on my Mac, it keeps saying 'command not found'.""",Course Logistics & Env,False,Course Logistics & Environment Setup,High,False,"The request is about installing a software (Java JDK) and resolving an error message ('command not found'), which falls under course logistics and environment setup."
EDU-052,Education,"""Where is the zoom link for Professor Smith's Tuesday office hours?""",Course Logistics & Env,False,Course Logistics & Environment Setup,High,False,"The request asks about a specific course-related detail, namely the Zoom link for office hours."
EDU-053,Education,"""Is there a recommended IDE for the C++ assignments, or can I just use VS Code?""",Course Logistics & Env,False,Course Logistics & Environment Setup,High,False,The request is about setting up an environment for C++ assignments and using a specific IDE.
EDU-054,Education,"""I'm having trouble logging into the autograder platform with my student ID.""",Course Logistics & Env,False,Course Logistics & Environment Setup,High,False,The request is about accessing a course-specific platform and requires setup or configuration assistance.
EDU-055,Education,"""What time does the Monday lab section officially start?""",Course Logistics & Env,False,Course Logistics & Environment Setup,High,False,The request is about scheduling and timing information for a course component.
EDU-056,Education,"""How do I configure the virtual environment for the week 3 Python project?""",Course Logistics & Env,False,Course Logistics & Environment Setup,High,False,"The request is about setting up a specific environment for a course project, which falls under course logistics."
EDU-057,Education,"""Are the lecture recordings posted on Canvas or Panopto?""",Course Logistics & Env,False,Course Logistics & Environment Setup,High,False,"The request is about accessing course materials, specifically lecture recordings."
EDU-058,Education,"""The docker container provided for the assignment is crashing on startup for Windows users.""",Course Logistics & Env,False,Debugging & Code Troubleshooting,High,False,The request involves troubleshooting an issue with a specific piece of code (the Docker container) and its interaction with a particular environment (Windows).
EDU-059,Education,"""Will there be office hours held during the upcoming spring break?""",Course Logistics & Env,False,Course Logistics & Environment Setup,High,False,"The request is about scheduling and timing, which falls under course logistics."
EDU-060,Education,"""Which version of Node.js do we need to install for the frontend module?""",Course Logistics & Env,False,Course Logistics & Environment Setup,High,False,The request is about installing a specific software (Node.js) for a course module.
EDU-061,Education,"""I believe the TA unfairly deducted 20 points from my project for a misunderstanding of the prompt. I want to appeal this.""",Instructor/TA Escalation,False,Instructor/TA Escalation,High,False,"The request involves a specific issue with a teaching assistant's grading decision, requiring direct human faculty intervention."
EDU-062,Education,"""I need to discuss my disability accommodations for the final exam with the instructor.""",Instructor/TA Escalation,False,Instructor/TA Escalation,High,False,The request involves a sensitive and specific query that requires direct human faculty intervention.
EDU-063,Education,"""Another student in my group has completely stopped responding and hasn't contributed code. How do we handle this for grading?""",Instructor/TA Escalation,False,Assignment & Grading Policy,High,False,The request is about handling a situation that affects the grading process.
EDU-064,Education,"""I received an email about an academic integrity violation on Homework 4, but I didn't cheat. Who do I talk to?""",Instructor/TA Escalation,False,Instructor/TA Escalation,High,False,The request involves a specific issue with the student's work and requires direct human faculty intervention.
EDU-065,Education,"""I am dealing with a severe family emergency and need an incomplete grade for the semester. What is the process?""",Instructor/TA Escalation,False,Assignment & Grading Policy,High,False,The request involves a specific policy (incomplete grade) and a personal situation.
EDU-066,Education,"""I think someone might have copied my code repository from GitHub without my permission.""",Instructor/TA Escalation,False,Instructor/TA Escalation,High,False,The request involves a sensitive and specific issue that requires direct human faculty intervention.
EDU-067,Education,"""I want to contest my final grade in the course; it doesn't align with my calculations.""",Instructor/TA Escalation,False,Instructor/TA Escalation,High,False,The request involves a specific grade dispute and requires direct human faculty intervention.
EDU-068,Education,"""Can I schedule a private meeting with the professor to discuss a personal issue affecting my coursework?""",Instructor/TA Escalation,False,Instructor/TA Escalation,High,False,"The request involves a sensitive, personal matter that requires direct faculty intervention."
EDU-069,Education,"""The autograder flagged my submission for plagiarism, but I only used the starter code provided in the lecture.""",Instructor/TA Escalation,False,Debugging & Code Troubleshooting,High,False,The request involves a specific issue with student-provided code and an autograder's response.
EDU-070,Education,"""I need the professor to sign a form for my scholarship confirming my current standing in the class.""",Instructor/TA Escalation,False,Course Logistics & Environment Setup,High,False,The request involves course-related logistics and requires confirmation from the professor.
EDU-071,Education,"""What's on the test?""",Needs Clarification,True,Exam & Assessment Prep,High,False,The user is asking about the content of an upcoming test.
EDU-072,Education,"""Can someone help me with question 4? I'm stuck.""",Needs Clarification,True,Exam & Assessment Prep,Medium,False,"The request mentions a specific question and being 'stuck', which suggests an assessment-related issue."
EDU-073,Education,"""Are we allowed to use the internet?""",Needs Clarification,True,Course Logistics & Environment Setup,High,False,The user is asking about a specific aspect of their learning environment.
EDU-074,Education,"""When is it due?""",Needs Clarification,True,Assignment & Grading Policy,High,False,"The request asks about a deadline, which is typically related to assignment and grading policies."
EDU-075,Education,"""I can't log in.""",Needs Clarification,True,Course Logistics & Environment Setup,High,False,The request is about accessing a course platform.
EDU-076,Education,"""The docker container provided for the assignment is crashing.""",Needs Clarification,True,Debugging & Code Troubleshooting,High,False,The request involves troubleshooting an issue with a specific piece of code (the Docker container) and does not involve theoretical concepts or course logistics.
EDU-077,Education,"""I'm having a really hard time right now and just can't do this anymore.""",Needs Clarification,True,Instructor/TA Escalation,High,False,"The request is emotional and sensitive, indicating a need for direct human faculty intervention."
HC-001,Healthcare,"""I'd like to book an annual physical with Dr. Smith for sometime next month.""",Scheduling & Appointments,False,Scheduling & Appointments,High,False,The request is specific about booking a medical appointment with a named doctor.
HC-002,Healthcare,"""I need to cancel my appointment for tomorrow morning.""",Scheduling & Appointments,False,Scheduling & Appointments,High,False,The request explicitly mentions cancelling an upcoming appointment.
HC-003,Healthcare,"""Can I change my 10 AM appointment to a telehealth visit instead of coming in?""",Scheduling & Appointments,False,Scheduling & Appointments,High,False,"The request is about modifying an existing appointment, which falls under scheduling and appointments."
HC-004,Healthcare,"""When is my next appointment? I forgot to write it down.""",Scheduling & Appointments,True,Scheduling & Appointments,High,False,"The user is asking about their upcoming appointment, indicating a scheduling-related inquiry."
HC-005,Healthcare,"""I need to be seen today, I can't wait until next week.""",Scheduling & Appointments,True,Scheduling & Appointments,High,False,The user is requesting an urgent appointment for the same day.
HC-006,Healthcare,"""I am terrified about my biopsy results. Can you move my follow-up to an earlier date?""",Scheduling & Appointments,False,Scheduling & Appointments,High,False,The user is requesting a change to their existing appointment.
HC-007,Healthcare,"""I need an appointment.""",Scheduling & Appointments,True,Scheduling & Appointments,High,False,"The request explicitly asks for an appointment, indicating a scheduling inquiry."
HC-008,Healthcare,"""How long is the current waitlist for a new patient MRI?""",Scheduling & Appointments,False,Scheduling & Appointments,High,False,"The request asks about the waitlist for an upcoming appointment, indicating scheduling-related inquiry."
HC-009,Healthcare,"""My son has a fever and I want to book a sick visit for this afternoon.""",Scheduling & Appointments,False,Scheduling & Appointments,High,False,The request is booking an appointment with a specific medical concern (fever) and a desired time frame (this afternoon).
HC-010,Healthcare,"""Can I book a double block of time? I have a lot of things to discuss with the doctor.""",Scheduling & Appointments,False,Scheduling & Appointments,High,False,"The user is inquiring about booking an appointment and mentions discussing something with the doctor, indicating a scheduling request."
HC-011,Healthcare,"""Do you accept Blue Cross Blue Shield PPO?""",Insurance & Billing,False,Insurance & Billing,High,False,The user is inquiring about accepted insurance networks.
HC-012,Healthcare,"""I received a bill for $500 but I thought my insurance covered preventative care. Can you explain this?""",Insurance & Billing,False,Insurance & Billing,High,False,The user is questioning a medical bill and seeking clarification on insurance coverage.
HC-013,Healthcare,"""How much is the copay to see a dermatologist?""",Insurance & Billing,False,Insurance & Billing,High,False,The user is asking about a specific medical service and its associated cost.
HC-014,Healthcare,"""Can I pay my balance online or do I have to mail a check?""",Insurance & Billing,False,Insurance & Billing,High,False,"The user is inquiring about payment methods, which falls under insurance and billing."
HC-015,Healthcare,"""My claim was denied. Why?""",Insurance & Billing,True,Insurance & Billing,High,False,The user is inquiring about a specific insurance-related issue.
HC-016,Healthcare,"""I don't have insurance. What is the cash price for an x-ray of a broken wrist?""",Insurance & Billing,False,Insurance & Billing,High,False,"The user is inquiring about payment options and pricing, indicating an Insurance & Billing concern."
HC-017,Healthcare,"""I absolutely cannot afford this $10,000 bill. I am going to lose my house because of this surgery.""",Insurance & Billing,False,Insurance & Billing,High,False,The user is expressing concern about the cost of a medical procedure and its impact on their financial situation.
HC-018,Healthcare,"""I need to update the Medicare ID on my profile.""",Insurance & Billing,False,Insurance & Billing,High,False,The request involves updating a medical insurance identifier.
HC-019,Healthcare,"""Did my authorization go through yet?""",Insurance & Billing,True,Insurance & Billing,High,False,The user is inquiring about the status of their insurance authorization.
HC-020,Healthcare,"""I got a letter saying my network status changed and you are now out-of-network. Will I be billed for yesterday's visit?""",Insurance & Billing,False,Insurance & Billing,High,False,The user is inquiring about insurance coverage and potential billing implications.
HC-021,Healthcare,"""What are your operating hours on Saturdays?""",Facility & General Information,False,Facility & General Information,High,False,"The user is asking about clinic operating hours, which falls under facility and general information."
HC-022,Healthcare,"""Where is the patient parking garage located for the main hospital?""",Facility & General Information,False,Facility & General Information,High,False,The request asks about a specific facility-related detail.
HC-023,Healthcare,"""How many visitors are allowed in the ICU at one time?""",Facility & General Information,False,Facility & General Information,High,False,"The request is about a specific facility policy and does not involve medical appointments, insurance, or prescriptions."
HC-024,Healthcare,"""Are there wheelchairs available at the main entrance?""",Facility & General Information,False,Facility & General Information,High,False,The user is asking about accessibility features at a specific location.
HC-025,Healthcare,"""What is your fax number?""",Facility & General Information,True,Facility & General Information,High,False,The user is asking for general contact information.
HC-026,Healthcare,"""Can I bring my service dog to my chemotherapy appointment?""",Facility & General Information,False,Scheduling & Appointments,High,False,The request is about a specific type of appointment and has a clear question about accommodations.
HC-027,Healthcare,"""Is there a cafeteria inside the building? I have to wait for 4 hours.""",Facility & General Information,False,Facility & General Information,High,False,"The user is asking about the physical location and amenities, specifically the presence of a cafeteria."
HC-028,Healthcare,"""Where are you located?""",Facility & General Information,True,Facility & General Information,High,False,The user is asking for general information about the location of a healthcare facility.
HC-029,Healthcare,"""My abusive ex-husband is in the main lobby. Can security escort me to my car safely?""",Facility & General Information,False,Human Staff Review Needed,High,False,The request requires a human staff member's attention due to its sensitive and potentially volatile nature.
HC-030,Healthcare,"""Do you have free Wi-Fi in the waiting rooms?""",Facility & General Information,False,Facility & General Information,High,False,The user is asking about a general facility feature.
HC-031,Healthcare,"""I need to request a refill for my blood pressure medication.""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,High,False,"The user is requesting a refill for their medication, which falls under pharmacy and prescription logistics."
HC-032,Healthcare,"""Can I transfer my Adderall prescription to a CVS in another state?""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,High,False,"The user is asking about transferring a prescription, which falls under pharmacy and prescription logistics."
HC-033,Healthcare,"""Is my prescription ready to be picked up?""",Pharmacy & Prescription Logistics,True,Pharmacy & Prescription Logistics,High,False,"The user is inquiring about the status of their prescription, indicating a request related to pharmacy services."
HC-034,Healthcare,"""The pharmacy is closed but I ran out of my insulin. What do I do?""",Pharmacy & Prescription Logistics,False,Urgent Escalation (Emergency Services),High,False,"The user mentions running out of life-saving medication and the pharmacy being closed, indicating a medical emergency."
HC-035,Healthcare,"""I dropped my painkillers down the sink by accident. I need an early refill approved.""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,High,False,"The request is about prescription refill and approval, which falls under pharmacy logistics."
HC-036,Healthcare,"""Do you have the generic version of Lexapro in stock?""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,High,False,The user is asking about a specific medication and its availability.
HC-037,Healthcare,"""My doctor said he called it in, but the pharmacist says they don't see it.""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,High,False,The user is discussing a prescription issue with their pharmacist.
HC-038,Healthcare,"""What time does the drive-thru pharmacy close today?""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,High,False,The request is about a specific pharmacy service and operating hours.
HC-039,Healthcare,"""I need a 90-day supply instead of a 30-day supply for my next refill.""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,High,False,"The request is about modifying prescription logistics, specifically the quantity of medication."
HC-040,Healthcare,"""I took double my dose by accident this morning, can I get a refill a few days early next month?""",Pharmacy & Prescription Logistics,False,Pharmacy & Prescription Logistics,High,False,The user is inquiring about their prescription and requesting an early refill.
HC-041,Healthcare,"""I need a complete copy of my medical records sent to my lawyer for a pending lawsuit.""",Human Staff Review Needed,False,Human Staff Review Needed,High,False,The request requires sensitive information and human review to ensure proper handling.
HC-042,Healthcare,"""I want to file a formal grievance against Dr. Miller. He was extremely dismissive of my pain.""",Human Staff Review Needed,False,Human Staff Review Needed,High,False,"The request involves a specific doctor and a sensitive issue, requiring human review to address the user's concern."
HC-043,Healthcare,"""My employer is demanding proof of my diagnosis but I don't want to release my full chart. What are my rights?""",Human Staff Review Needed,False,Human Staff Review Needed,High,False,"The request requires a nuanced understanding of patient rights and medical confidentiality, necessitating human review."
HC-044,Healthcare,"""I am the medical proxy for my mother, who has dementia. I need to override her previous directives.""",Human Staff Review Needed,False,Human Staff Review Needed,High,False,The request involves sensitive and complex administrative tasks that require human review and guidance.
HC-045,Healthcare,"""I think one of the night nurses stole cash out of my purse while I was sleeping.""",Human Staff Review Needed,False,Human Staff Review Needed,High,False,The request contains a sensitive and potentially serious allegation that requires human review to address.
HC-046,Healthcare,"""I need someone to look at my file, something is totally wrong.""",Human Staff Review Needed,True,Human Staff Review Needed,High,True,"The request contains a sense of urgency and ambiguity, requiring human review for clarification."
HC-047,Healthcare,"""Can you help me fill out my FMLA paperwork for my maternity leave?""",Human Staff Review Needed,False,Human Staff Review Needed,High,False,The request requires a human staff member to assist with the paperwork and ensure compliance with relevant regulations.
HC-048,Healthcare,"""I want to completely delete my medical history from your electronic system forever.""",Human Staff Review Needed,False,Human Staff Review Needed,High,True,This request requires a human review due to its sensitive and privacy-related nature.
HC-049,Healthcare,"""I refuse to be treated by a male doctor for religious reasons. Please update my file to enforce this.""",Human Staff Review Needed,False,Human Staff Review Needed,High,False,The request requires a human staff member's attention due to its sensitive and specific nature.
HC-050,Healthcare,"""Can I get a doctor's note excusing me from work for the last two weeks?""",Human Staff Review Needed,True,Human Staff Review Needed,High,False,"The request requires a medical professional's evaluation and documentation, which necessitates human review."
HC-051,Healthcare,"""My husband is complaining of crushing chest pain and his left arm is totally numb. What should I do?""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),High,False,"The user's prompt contains cues of acute physical distress, indicating a potential medical emergency."
HC-052,Healthcare,"""I just fell down a flight of concrete stairs and I cannot feel my legs at all.""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),High,False,"The user reports an injury with potential long-term consequences, requiring immediate medical attention."
HC-053,Healthcare,"""I am bleeding.""",Urgent Escalation (Emergency Services),True,Urgent Escalation (Emergency Services),High,False,The user's prompt contains a cue of acute physical distress.
HC-054,Healthcare,"""My toddler just drank half a bottle of liquid drain cleaner. Help!""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),High,False,The prompt contains cues of acute physical distress and potential medical emergency.
HC-055,Healthcare,"""I think I am having a stroke. The right side of my face is drooping and I can't speak right.""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),High,False,"The user's prompt contains cues of acute physical distress, indicating a potential medical emergency."
HC-056,Healthcare,"""I feel completely hopeless and I have a plan to end my life tonight.""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),High,False,"The user's prompt contains cues of acute emotional distress and potential self-harm, triggering an immediate recommendation to contact emergency services."
HC-057,Healthcare,"""I can't breathe.""",Urgent Escalation (Emergency Services),True,Urgent Escalation (Emergency Services),High,False,The user's prompt contains a clear indication of acute physical distress.
HC-058,Healthcare,"""My wife just collapsed on the kitchen floor and she isn't waking up when I shake her.""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),High,False,The prompt indicates a medical emergency with potential life-threatening consequences.
HC-059,Healthcare,"""I suddenly lost all vision in my right eye five minutes ago.""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),High,False,"The user reports sudden loss of vision, indicating a potential medical emergency."
HC-060,Healthcare,"""I swallowed a whole bottle of Tylenol an hour ago.""",Urgent Escalation (Emergency Services),False,Urgent Escalation (Emergency Services),High,False,"The user's prompt indicates potential overdose or severe poisoning, requiring immediate attention."
HC-061,Healthcare,"""I have a question about my visit.""",Clarification Needed,True,Scheduling & Appointments,High,False,"The user mentions a 'visit', which is likely referring to a medical appointment."
HC-062,Healthcare,"""Please update my account.""",Clarification Needed,True,Human Staff Review Needed,High,True,The request lacks specific details about what needs to be updated in the account.
HC-063,Healthcare,"""Send me the form.""",Clarification Needed,True,Clarification Needed,High,True,The request lacks context and details to determine which type of form is needed.
HC-064,Healthcare,"""Where do I go?""",Clarification Needed,True,Facility & General Information,High,False,The user is asking for general information about a location.
HC-065,Healthcare,"""This is unacceptable.""",Clarification Needed,True,Urgent Escalation (Emergency Services),High,False,The user's prompt contains a strong emotional tone and language that suggests a sense of distress or urgency.
HC-066,Healthcare,"""I need help.""",Clarification Needed,True,Clarification Needed,High,True,The request lacks specific context or details to determine a suitable routing category.
HC-067,Healthcare,"""Did you get my message?""",Clarification Needed,True,Clarification Needed,High,True,The prompt lacks context and specific details to determine the intent.
HC-068,Healthcare,"""I need to talk to someone about yesterday.""",Clarification Needed,True,Human Staff Review Needed,High,True,The request is ambiguous and requires human review to determine the nature of the issue.
HC-069,Healthcare,"""Is it done yet?""",Clarification Needed,True,Scheduling & Appointments,High,False,The user is likely inquiring about the status of an upcoming appointment.
HC-070,Healthcare,"""Can someone call me?""",Clarification Needed,True,Human Staff Review Needed,High,True,The request lacks specific context and requires human review to determine the nature of the inquiry.
